 ,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,360
LLO 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLO 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLO 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLO 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLO 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLO 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 7,9.28291408481276,9.24874588475113,8.00315142906048,5.75025398575021,4.50121013314249,4.71301718047359,6.85045213238086,8.94046340466603,9.28276869108024,9.28311471008369,9.28341440979788,9.28334280134325,9.2829104589097,9.28285900690223,9.28294548166123,9.28336101343049,9.28340479112565,9.28307824035618,9.28291408482295
halo 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 9,28.7147468086971,21.8207189091037,12.985837367891,4.67227702373471,0.0376146730704461,0,0,0,0.355600081731548,6.18859352968813,14.8436058387445,23.4765542438995,29.4108650466146,29.9146333627996,29.9136855487928,29.9145870540785,29.9139289345904,29.9141402087935,28.7147468086959
halo 10,14.6565684737295,14.6558890697749,14.6553122236864,14.6568207478845,14.6542545143844,14.65688513018,14.6550417540788,14.6560856616033,9.48348720245781,0.852997383770827,0,0,0,0,0,0,3.17820326820055,12.1480407352141,14.6565684740183
lyapunov 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyapunov 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRO 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRO 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRO 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRO 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
