404136.213633389,37136.5512721884,0
404157.865249321,37123.0448599075,0
404179.50961023,37109.5233556663,0
404201.146707229,37095.9867638196,0
404222.776531431,37082.4350887283,0
404244.399073949,37068.8683347586,0
404266.014325897,37055.2865062831,0
404287.62227839,37041.6896076797,0
404309.222922544,37028.0776433326,0
404330.816249473,37014.4506176314,0
404352.402250296,37000.8085349717,0
404373.980916129,36987.1513997551,0
404395.55223809,36973.4792163887,0
404417.116207297,36959.7919892857,0
404438.672814871,36946.0897228652,0
404460.22205193,36932.3724215517,0
404481.763909596,36918.6400897761,0
404503.298378989,36904.8927319747,0
404524.825451232,36891.1303525899,0
404546.345117447,36877.3529560698,0
404567.857368757,36863.5605468684,0
404589.362196287,36849.7531294456,0
404610.85959116,36835.9307082672,0
404632.349544503,36822.0932878048,0
404653.83204744,36808.2408725357,0
404675.3070911,36794.3734669433,0
404696.774666609,36780.4910755168,0
404718.234765095,36766.5937027512,0
404739.687377687,36752.6813531475,0
404761.132495515,36738.7540312124,0
404782.570109709,36724.8117414587,0
404804.0002114,36710.8544884048,0
404825.422791719,36696.8822765752,0
404846.837841799,36682.8951105001,0
404868.245352773,36668.8929947158,0
404889.645315774,36654.8759337643,0
404911.037721938,36640.8439321936,0
404932.422562399,36626.7969945575,0
404953.799828293,36612.7351254159,0
404975.169510758,36598.6583293343,0
404996.53160093,36584.5666108844,0
405017.886089949,36570.4599746435,0
405039.232968953,36556.3384251951,0
405060.572229081,36542.2019671284,0
405081.903861474,36528.0506050385,0
405103.227857274,36513.8843435266,0
405124.544207623,36499.7031871995,0
405145.852903663,36485.5071406703,0
405167.153936538,36471.2962085577,0
405188.447297392,36457.0703954865,0
405209.73297737,36442.8297060873,0
405231.010967619,36428.5741449969,0
405252.281259285,36414.3037168576,0
405273.543843516,36400.018426318,0
405294.798711459,36385.7182780324,0
405316.045854264,36371.4032766612,0
405337.285263081,36357.0734268707,0
405358.51692906,36342.7287333329,0
405379.740843353,36328.369200726,0
405400.956997113,36313.9948337342,0
405422.165381491,36299.6056370473,0
405443.365987643,36285.2016153615,0
405464.558806723,36270.7827733787,0
405485.743829887,36256.3491158067,0
405506.92104829,36241.9006473593,0
405528.090453091,36227.4373727565,0
405549.252035447,36212.9592967239,0
405570.405786517,36198.4664239932,0
405591.551697461,36183.9587593022,0
405612.68975944,36169.4363073945,0
405633.819963615,36154.8990730197,0
405654.942301147,36140.3470609334,0
405676.056763202,36125.7802758972,0
405697.163340942,36111.1987226786,0
405718.262025532,36096.6024060511,0
405739.352808138,36081.9913307943,0
405760.435679927,36067.3655016936,0
405781.510632066,36052.7249235406,0
405802.577655724,36038.0696011327,0
405823.636742069,36023.3995392734,0
405844.687882273,36008.7147427721,0
405865.731067506,35994.0152164443,0
405886.76628894,35979.3009651114,0
405907.793537747,35964.5719936008,0
405928.812805102,35949.8283067461,0
405949.824082179,35935.0699093866,0
405970.827360154,35920.2968063679,0
405991.822630203,35905.5090025413,0
406012.809883504,35890.7065027644,0
406033.789111234,35875.8893119007,0
406054.760304574,35861.0574348198,0
406075.723454702,35846.2108763971,0
406096.678552801,35831.3496415142,0
406117.625590052,35816.4737350587,0
406138.564557639,35801.5831619243,0
406159.495446744,35786.6779270104,0
406180.418248554,35771.7580352229,0
406201.332954253,35756.8234914733,0
406222.239555029,35741.8743006795,0
406243.138042069,35726.9104677652,0
406264.028406562,35711.9319976602,0
406284.910639698,35696.9388953004,0
406305.784732666,35681.9311656277,0
406326.65067666,35666.90881359,0
406347.50846287,35651.8718441414,0
406368.358082491,35636.8202622419,0
406389.199526718,35621.7540728576,0
406410.032786745,35606.6732809607,0
406430.85785377,35591.5778915293,0
406451.674718989,35576.4679095477,0
406472.483373602,35561.3433400064,0
406493.283808808,35546.2041879016,0
406514.076015806,35531.0504582359,0
406534.8599858,35515.8821560178,0
406555.635709991,35500.699286262,0
406576.403179583,35485.5018539891,0
406597.16238578,35470.2898642259,0
406617.913319789,35455.0633220053,0
406638.655972815,35439.8222323662,0
406659.390336067,35424.5666003536,0
406680.116400752,35409.2964310186,0
406700.834158082,35394.0117294185,0
406721.543599267,35378.7125006163,0
406742.244715518,35363.3987496817,0
406762.937498049,35348.0704816899,0
406783.621938073,35332.7277017227,0
406804.298026806,35317.3704148675,0
406824.965755463,35301.9986262183,0
406845.625115262,35286.6123408749,0
406866.276097422,35271.2115639432,0
406886.91869316,35255.7963005355,0
406907.552893699,35240.3665557698,0
406928.178690259,35224.9223347705,0
406948.796074064,35209.4636426681,0
406969.405036336,35193.990484599,0
406990.0055683,35178.5028657058,0
407010.597661183,35163.0007911375,0
407031.181306212,35147.4842660489,0
407051.756494614,35131.9532956011,0
407072.323217619,35116.4078849611,0
407092.881466457,35100.8480393024,0
407113.43123236,35085.2737638044,0
407133.97250656,35069.6850636526,0
407154.505280291,35054.0819440388,0
407175.029544789,35038.4644101608,0
407195.545291288,35022.8324672226,0
407216.052511027,35007.1861204344,0
407236.551195244,34991.5253750123,0
407257.041335177,34975.8502361789,0
407277.522922069,34960.1607091627,0
407297.995947159,34944.4567991985,0
407318.460401693,34928.7385115272,0
407338.916276913,34913.0058513957,0
407359.363564065,34897.2588240574,0
407379.802254396,34881.4974347716,0
407400.232339153,34865.7216888039,0
407420.653809585,34849.9315914259,0
407441.066656942,34834.1271479156,0
407461.470872476,34818.308363557,0
407481.866447439,34802.4752436404,0
407502.253373085,34786.627793462,0
407522.631640668,34770.7660183245,0
407543.001241445,34754.8899235367,0
407563.362166672,34738.9995144135,0
407583.71440761,34723.0947962759,0
