0,0,0,0,0.54883
30,0,0,0,0.55721
60,0,0,0,0.56534
90,0,0,0,0.57323
120,0,0,0,0.58088
150,0,0,0,0.58829
180,0,0,0,0.59547
210,0,0,0,0.60242
240,0,0,0,0.60915
270,0,0,0,0.61566
300,0,0,0,0.62195
330,0,0,0,0.62803
360,0,0,0,0.6339
390,0,0,0,0.63957
420,0,0,0,0.64504
450,0,0,0,0.6503
480,0,0,0,0.65538
510,0,0,0,0.66025
540,0,0,0,0.66494
570,0,0,0,0.66945
600,0,0,0,0.67377
630,0,0,0,0.6779
660,0,0,0,0.68186
690,0,0,0,0.68565
720,0,0,0,0.68925
750,0,0,0,0.69269
780,0,0,0,0.69595
810,0,0,0,0.69905
840,0,0,0,0.70197
870,0,0,0,0.70474
900,0,0,0,0.70733
930,0,0,0,0.70977
960,0,0,0,0.71204
990,0,0,0,0.71416
1020,0,0,0,0.71611
1050,0,0,0,0.7179
1080,0,0,0,0.71954
1110,0,0,0,0.72102
1140,0,0,0,0.72234
1170,0,0,0,0.7235
1200,0,0,0,0.72451
1230,0,0,0,0.72536
1260,0,0,0,0.72605
1290,0,0,0,0.72658
1320,0,0,0,0.72695
1350,0,0,0,0.72716
1380,0,0,0,0.72722
1410,0,0,0,0.72711
1440,0,0,0,0.72684
1470,0,0,0,0.7264
1500,0,0,0,0.7258
1530,0,0,0,0.72502
1560,0,0,0,0.72408
1590,0,0,0,0.72297
1620,0,0,0,0.72168
1650,0,0,0,0.72021
1680,0,0,0,0.71856
1710,0,0,0,0.71673
1740,0,0,0,0.71471
1770,0,0,0,0.7125
1800,0,0,0,0.71009
1830,0,0,0,0.70748
1860,0,0,0,0.70467
1890,0,0,0,0.70165
1920,0,0,0,0.69841
1950,0,0,0,0.69496
1980,0,0,0,0.69128
2010,0,0,0,0.68737
2040,0,0,0,0.68322
2070,0,0,0,0.67882
2100,0,0,0,0.67417
2130,0,0,0,0.66927
2160,0,0,0,0.66409
2190,0,0,0,0.65864
2220,0,0,0,0.65291
2250,0,0,0,0.64688
2280,0,0,0,0.64054
2310,0,0,0,0.63389
2340,0,0,0,0.62692
2370,0,0,0,0.61961
2400,0,0,0,0.61195
2430,0,0,0,0.60392
2460,0,0,0,0.59553
2490,0,0,0,0.58674
2520,0,0,0,0.57755
2550,0,0,0,0.56794
2580,0,0,0,0.5579
2610,0,0,0,0.54741
2640,0,0,0,0.53644
2670,0,0,0,0.52499
2700,0,0,0,0.51303
2730,0,0,0,0.50054
2760,0,0,0,0.4875
2790,0,0,0,0.47389
2820,0,0,0,0.45968
2850,0,0,0,0.44485
2880,0,0,0,0.42938
2910,0,0,0,0.41322
2940,0,0,0,0.39636
2970,0,0,0,0.37877
3000,0,0,0,0.36041
3030,0,0,0,0.34125
3060,0,0,0,0.32125
3090,0,0,0,0.30037
3120,0,0,0,0.27858
3150,0,0,0,0.25583
3180,0,0,0,0.23209
3210,0,0,0,0.20729
3240,0,0,0,0.1814
3270,0,0,0,0.15437
3300,0,0,0,0.12613
3330,0,0,0,0.096629
3360,0,0,0,0.06581
3390,0,0,0,0.033607
3420,0,0,0,0
3450,0,0,0,0
3480,0,0,0,0
3510,0,0,0,0
3540,0,0,0,0
3570,0,0,0,0
3600,0,0,0,0
3630,0,0,0,0
3660,0,0,0,0
3690,0,0,0,0
3720,0,0,0,0
3750,0,0,0,0
3780,0,0,0,0
3810,0,0,0,0
3840,0,0,0,0
3870,0,0,0,0
3900,0,0,0,0
3930,0,0,0,0
3960,0,0,0,0
3990,0,0,0,0
4020,0,0,0,0
4050,0,0,0,0
4080,0,0,0,0
4110,0,0,0,0
4140,0,0,0,0
4170,0,0,0,0
4200,0,0,0,0
4230,0,0,0,0
4260,0,0,0,0
4290,0,0,0,0
4320,0,0,0,0
4350,0,0,0,0
4380,0,0,0,0
4410,0,0,0,0
4440,0,0,0,0
4470,0,0,0,0
4500,0,0,0,0
4530,0,0,0,0
4560,0,0,0,0
4590,0,0,0,0
4620,0,0,0,0
4650,0,0,0,0
4680,0,0,0,0
4710,0,0,0,0
4740,0,0,0,0
4770,0,0,0,0
4800,0,0,0,0
4830,0,0,0,0
4860,0,0,0,0
4890,0,0,0,0
4920,0,0,0,0
4950,0,0,0,0
4980,0,0,0,0
5010,0,0,0,0
5040,0,0,0,0
5070,0,0,0,0
5100,0,0,0,0
5130,0,0,0,0
5160,0,0,0,0
5190,0,0,0,0
5220,0,0,0,0
5250,0,0,0,0
5280,0,0,0,0
5310,0,0,0,0
5340,0,0,0,0
5370,0,0,0,0
5400,0,0,0,0
5430,0,0,0,0
5460,0,0,0,0
5490,0,0,0,0
5520,0,0,0,0
5550,0,0,0,0
5580,0,0,0,0
5610,0,0,0,0
5640,0,0,0,0
5670,0,0,0,0
5700,0,0,0,0
5730,0,0,0,0
5760,0,0,0,0
5790,0,0,0,0
5820,0,0,0,0
5850,0,0,0,0
5880,0,0,0,0
5910,0,0,0,0
5940,0,0,0,0
5970,0,0,0,0
6000,0,0,0,0
6030,0,0,0,0
6060,0,0,0,0
6090,0.14527,0,0,0
6120,0.58441,0,0,0
6150,0.82669,0,0,0
6180,0.93914,0,0,0
6210,0.9799,0,0,0
6240,0.98886,0,0,0
6270,0.98049,0,0,0
6300,0.94083,0,0,0
6330,0.82943,0,0,0
6360,0.58595,0,0,0
6390,0.13936,0,0,0
6420,0,0,0,0
6450,0,0,0,0
6480,0,0,0,0
6510,0,0,0,0
6540,0,0,0,0
6570,0,0,0,0
6600,0,0,0,0
6630,0,0,0,0
6660,0,0,0,0
6690,0,0,0,0
6720,0,0,0,0
6750,0,0,0,0
6780,0,0,0,0
6810,0,0,0,0
6840,0,0,0,0
6870,0,0,0,0
6900,0,0,0,0
6930,0,0,0,0
6960,0,0,0,0
6990,0,0,0,0
7020,0,0,0,0
7050,0,0,0,0
7080,0,0,0,0
7110,0,0,0,0
7140,0,0,0,0
7170,0,0,0,0
7200,0,0,0,0
7230,0,0,0,0
7260,0,0,0,0
7290,0,0,0,0
7320,0,0,0,0
7350,0,0,0,0
7380,0,0,0,0
7410,0,0,0,0
7440,0,0,0,0
7470,0,0,0,0
7500,0,0,0,0
7530,0,0,0,0
7560,0,0,0,0
7590,0,0,0,0
7620,0,0,0,0
7650,0,0,0,0
7680,0,0,0,0
7710,0,0,0,0
7740,0,0,0,0
7770,0,0,0,0
7800,0,0,0,0
7830,0,0,0,0
7860,0,0,0,0
7890,0,0,0,0
7920,0,0,0,0
7950,0,0,0,0
7980,0,0,0,0
8010,0,0,0,0
8040,0,0,0,0
