0,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,360
0,0,0,0.98193,0.9777,0.58193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0.98391,0.97559,0.56031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0.98565,0.97331,0.53783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0.055771,0.98719,0.97085,0.51448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0.12784,0.98855,0.96819,0.49021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0.19512,0.98973,0.96532,0.46501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0.25787,0.99077,0.96224,0.43885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0.31636,0.99167,0.95894,0.4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0.37082,0.99245,0.9554,0.38354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0.42149,0.99312,0.95161,0.35433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0.46859,0.9937,0.94756,0.32405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0.51234,0.99419,0.94324,0.29267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0.55293,0.9946,0.93864,0.26015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,0.59056,0.99494,0.93374,0.22647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0.62541,0.99522,0.92853,0.19159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0.65766,0.99544,0.92301,0.15547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,0.68747,0.99561,0.91715,0.1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,0.71499,0.99572,0.91094,0.079427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,0.74038,0.99579,0.90437,0.039419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,0,0.76378,0.99582,0.89743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0.78531,0.9958,0.89009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,0.80511,0.99573,0.88236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,0,0.8233,0.99562,0.8742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,0,0.83997,0.99547,0.86561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,0,0.85525,0.99527,0.85657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0,0.86923,0.99503,0.84707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,0,0.88201,0.99473,0.83709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,0,0.89367,0.99438,0.82661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0.90429,0.99397,0.81561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,0,0.91396,0.99349,0.80408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,0.92274,0.99296,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,0,0.93071,0.99235,0.77936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,0,0.93794,0.99166,0.76613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,0,0.94447,0.99089,0.7523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,0,0.95036,0.99004,0.73784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,0,0.95568,0.98908,0.72274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,0,0.96046,0.98803,0.70697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,0,0.96476,0.98687,0.69053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,0,0.96861,0.98559,0.67338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,0,0.97205,0.98418,0.6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,0,0.97513,0.98265,0.63688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,0,0.97787,0.98097,0.61748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,0,0.98031,0.97914,0.5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,0,0.98247,0.97716,0.5763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,0,0.98439,0.97501,0.55445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,0,0.98608,0.97268,0.53175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,0.075296,0.98757,0.97016,0.50815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075296
1410,0.14607,0.98887,0.96745,0.48364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14607
1440,0.21213,0.99002,0.96453,0.45819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21213
1470,0.27373,0.99102,0.96139,0.43178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27373
1500,0.33113,0.99189,0.95803,0.40436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33113
1530,0.38457,0.99264,0.95442,0.37593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38457
1560,0.43427,0.99328,0.95056,0.34644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43427
1590,0.48047,0.99384,0.94645,0.31587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48047
1620,0.52336,0.9943,0.94205,0.28419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52336
1650,0.56315,0.9947,0.93737,0.25136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56315
1680,0.60003,0.99502,0.93239,0.21737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60003
1710,0.63418,0.99528,0.92711,0.18217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63418
1740,0.66576,0.99549,0.92149,0.14572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66576
1770,0.69495,0.99564,0.91554,0.10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69495
