 ,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,360
LLO 1,0.25974025974026,0.779220779220779,0.25974025974026,1.03896103896104,0.25974025974026,0.779220779220779,0.25974025974026,0.779220779220779,0.25974025974026,1.03896103896104,0.25974025974026,0.779220779220779,0.25974025974026,0.519480519480519,0,0.779220779220779,0.25974025974026,1.03896103896104,0.25974025974026
LLO 2,0.25974025974026,0,0.25974025974026,0,0.25974025974026,0,0.25974025974026,0,0.25974025974026,0,0.25974025974026,0,0.25974025974026,0,0,0,0.25974025974026,0,0.25974025974026
LLO 3,0.25974025974026,0,0.25974025974026,0,0.25974025974026,0,0,0,0.25974025974026,0,0,0,0.25974025974026,0,0,0,0.25974025974026,0,0.25974025974026
LLO 4,1.03896103896104,1.03896103896104,0.779220779220779,0.779220779220779,1.03896103896104,0.779220779220779,0.779220779220779,0.519480519480519,0.779220779220779,0.779220779220779,0.779220779220779,0.519480519480519,0.779220779220779,1.2987012987013,1.03896103896104,1.03896103896104,1.03896103896104,1.03896103896104,1.03896103896104
LLO 5,0.25974025974026,0,0.25974025974026,0.25974025974026,0.25974025974026,0,0,0,0,0,0,0,0,0.25974025974026,0,0,0.25974025974026,0.25974025974026,0.25974025974026
LLO 6,0.25974025974026,0,0,0,0.25974025974026,0,0,0,0,0,0,0,0,0.25974025974026,0,0,0,0.25974025974026,0.25974025974026
halo 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halo 9,11.6883116883117,1.2987012987013,0,0,0,0,0,0,9.09090909090909,19.2207792207792,22.8571428571429,23.1168831168831,22.8571428571429,23.1168831168831,22.8571428571429,23.1168831168831,23.1168831168831,21.8181818181818,11.6883116883117
halo 10,11.6883116883117,1.2987012987013,0,0,0,0,0,0,9.09090909090909,19.2207792207792,22.8571428571429,23.1168831168831,22.8571428571429,23.1168831168831,22.8571428571429,23.1168831168831,23.1168831168831,21.8181818181818,11.6883116883117
lyapunov 1,0.25974025974026,0,0,2.33766233766234,21.2987012987013,32.2077922077922,32.2077922077922,32.2077922077922,32.2077922077922,16.3636363636364,0,0,0,0.25974025974026,0.519480519480519,0.519480519480519,0.25974025974026,0.25974025974026,0.25974025974026
lyapunov 2,1.55844155844156,7.53246753246753,21.038961038961,31.6883116883117,31.6883116883117,31.6883116883117,31.9480519480519,31.9480519480519,29.6103896103896,16.1038961038961,2.5974025974026,2.5974025974026,2.5974025974026,2.5974025974026,2.5974025974026,2.5974025974026,2.85714285714286,2.85714285714286,1.55844155844156
DRO 1,0,0,6.49350649350649,21.8181818181818,29.3506493506493,29.3506493506493,29.3506493506493,29.3506493506493,29.0909090909091,14.8051948051948,0,0,0,0,0,0,0,0,0
DRO 2,12.2077922077922,23.1168831168831,24.1558441558442,24.4155844155844,24.4155844155844,24.1558441558442,24.1558441558442,24.4155844155844,23.3766233766234,12.2077922077922,1.03896103896104,0,0,0,0,0,0,1.03896103896104,12.2077922077922
DRO 3,12.4675324675325,12.7272727272727,12.7272727272727,12.4675324675325,12.4675324675325,15.0649350649351,19.7402597402597,24.4155844155844,23.6363636363636,18.961038961039,14.2857142857143,12.7272727272727,12.7272727272727,12.7272727272727,12.4675324675325,12.4675324675325,12.4675324675325,12.4675324675325,12.4675324675325
DRO 4,14.2857142857143,15.0649350649351,15.5844155844156,15.8441558441558,15.8441558441558,16.1038961038961,15.8441558441558,15.8441558441558,15.5844155844156,14.5454545454545,13.5064935064935,12.987012987013,12.987012987013,13.2467532467532,13.2467532467532,13.2467532467532,13.2467532467532,13.2467532467532,14.2857142857143
